GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,TEAM_NAME,WL,MIN,PTS,FGM,FGA,PLUS_MINUS,margin
002257204,2025-03-19,BOS vs. MIA,1610612739,Boston Celtics,L,240,101,43,80,-22,-22
002281871,2024-10-07,BOS vs. MIA,1610612738,Boston Celtics,W,240,126,43,96,35,35
002264841,2025-12-13,BOS vs. MIA,1610612737,Boston Celtics,W,240,110,47,87,15,15
002265708,2024-03-13,BOS vs. MIA,1610612737,Boston Celtics,W,240,127,33,88,17,17
002244767,2024-05-17,BOS vs. MIA,1610612737,Boston Celtics,W,240,127,31,100,9,9
002215334,2024-10-14,BOS vs. MIA,1610612740,Boston Celtics,W,240,112,42,95,5,5
002287036,2024-08-18,BOS vs. MIA,1610612739,Boston Celtics,L,240,97,33,97,-9,-9
002250034,2025-12-17,BOS vs. MIA,1610612738,Boston Celtics,W,240,119,48,81,21,21
002278990,2024-05-31,BOS vs. MIA,1610612737,Boston Celtics,L,240,110,50,93,0,0
002272827,2025-01-26,BOS vs. MIA,1610612738,Boston Celtics,L,240,115,42,81,-9,-9
002228352,2025-02-04,BOS vs. MIA,1610612737,Boston Celtics,W,240,101,45,83,3,3
002238198,2025-08-23,BOS vs. MIA,1610612737,Boston Celtics,W,240,121,35,95,30,30
002234854,2025-08-06,BOS vs. MIA,1610612738,Boston Celtics,W,240,121,43,90,27,27
002210201,2025-06-30,BOS vs. MIA,1610612737,Boston Celtics,L,240,93,36,98,-24,-24
002298620,2024-03-28,BOS vs. MIA,1610612737,Boston Celtics,W,240,126,47,84,2,2
002290644,2024-03-13,BOS vs. MIA,1610612738,Boston Celtics,W,240,114,39,84,17,17
002255061,2024-08-16,BOS vs. MIA,1610612739,Boston Celtics,W,240,123,43,95,15,15
002284024,2024-10-22,BOS vs. MIA,1610612739,Boston Celtics,W,240,123,32,83,28,28
002296275,2024-08-23,BOS vs. MIA,1610612739,Boston Celtics,L,240,92,37,97,-34,-34
002218526,2025-11-03,BOS vs. MIA,1610612739,Boston Celtics,W,240,125,31,93,12,12
002253959,2024-06-04,BOS vs. MIA,1610612738,Boston Celtics,W,240,106,48,94,1,1
002266900,2024-11-03,BOS vs. MIA,1610612738,Boston Celtics,L,240,92,43,91,-6,-6
002252211,2024-06-07,BOS vs. MIA,1610612740,Boston Celtics,W,240,127,35,86,34,34
002296629,2024-11-11,BOS vs. MIA,1610612740,Boston Celtics,W,240,120,42,85,21,21
002285990,2024-08-01,BOS vs. MIA,1610612738,Boston Celtics,W,240,118,40,84,11,11
002215860,2025-10-13,BOS vs. MIA,1610612740,Boston Celtics,L,240,116,46,97,-10,-10
002224389,2025-03-09,BOS vs. MIA,1610612740,Boston Celtics,W,240,129,46,80,30,30
002226321,2024-10-16,BOS vs. MIA,1610612737,Boston Celtics,W,240,127,35,87,37,37
002280604,2024-08-16,BOS vs. MIA,1610612737,Boston Celtics,L,240,110,30,85,-10,-10
002247708,2025-04-25,BOS vs. MIA,1610612740,Boston Celtics,L,240,91,42,86,-29,-29
002270499,2025-04-14,BOS vs. MIA,1610612739,Boston Celtics,W,240,115,31,94,9,9
002269905,2025-12-03,BOS vs. MIA,1610612738,Boston Celtics,L,240,95,48,88,-13,-13
002246022,2025-07-24,BOS vs. MIA,1610612740,Boston Celtics,W,240,120,38,91,18,18
002242148,2024-08-07,BOS vs. MIA,1610612738,Boston Celtics,W,240,126,30,85,23,23
002246656,2024-11-01,BOS vs. MIA,1610612740,Boston Celtics,W,240,99,40,84,5,5
002287463,2024-07-11,BOS vs. MIA,1610612740,Boston Celtics,W,240,114,43,82,24,24
002240868,2025-01-31,BOS vs. MIA,1610612740,Boston Celtics,L,240,110,32,92,-16,-16
002217511,2025-04-29,BOS vs. MIA,1610612740,Boston Celtics,L,240,103,49,88,-7,-7
002237512,2025-04-16,BOS vs. MIA,1610612740,Boston Celtics,W,240,129,41,80,32,32
002231669,2024-08-11,BOS vs. MIA,1610612739,Boston Celtics,W,240,119,35,97,24,24
002295519,2024-06-12,BOS vs. MIA,1610612737,Boston Celtics,L,240,109,40,92,-7,-7
002281331,2025-03-19,BOS vs. MIA,1610612739,Boston Celtics,L,240,112,45,80,-1,-1
002291068,2025-11-02,BOS vs. MIA,1610612740,Boston Celtics,L,240,119,45,88,-5,-5
002236785,2024-03-03,BOS vs. MIA,1610612740,Boston Celtics,W,240,117,50,91,5,5
002211324,2025-03-14,BOS vs. MIA,1610612738,Boston Celtics,W,240,103,36,90,3,3
002272214,2025-11-24,BOS vs. MIA,1610612740,Boston Celtics,L,240,108,48,96,-7,-7
002272822,2024-03-28,BOS vs. MIA,1610612740,Boston Celtics,L,240,105,41,96,-9,-9
002233742,2025-08-26,BOS vs. MIA,1610612738,Boston Celtics,W,240,113,32,95,22,22
002290775,2025-04-28,BOS vs. MIA,1610612738,Boston Celtics,W,240,117,50,98,21,21
002224465,2025-07-30,BOS vs. MIA,1610612740,Boston Celtics,W,240,114,44,82,24,24
002251485,2024-11-04,BOS vs. MIA,1610612737,Boston Celtics,W,240,129,44,100,8,8
002265395,2024-07-14,BOS vs. MIA,1610612737,Boston Celtics,L,240,91,30,88,-1,-1
002256797,2025-07-25,BOS vs. MIA,1610612737,Boston Celtics,W,240,117,50,85,8,8
002292791,2024-05-29,BOS vs. MIA,1610612738,Boston Celtics,L,240,119,44,91,-10,-10
002284914,2025-04-19,BOS vs. MIA,1610612738,Boston Celtics,L,240,91,31,97,-25,-25
002240530,2024-07-06,BOS vs. MIA,1610612738,Boston Celtics,W,240,124,34,97,16,16
002250861,2025-11-17,BOS vs. MIA,1610612737,Boston Celtics,L,240,102,48,100,-15,-15
002291968,2025-11-22,BOS vs. MIA,1610612740,Boston Celtics,L,240,109,35,86,0,0
002250308,2024-03-30,BOS vs. MIA,1610612738,Boston Celtics,L,240,111,38,80,-18,-18
002237786,2025-07-26,BOS vs. MIA,1610612738,Boston Celtics,L,240,92,36,89,-15,-15
002289592,2025-02-22,BOS vs. MIA,1610612737,Boston Celtics,W,240,128,36,87,34,34
002285062,2025-09-21,BOS vs. MIA,1610612738,Boston Celtics,W,240,107,33,97,1,1
002276872,2025-06-17,BOS vs. MIA,1610612740,Boston Celtics,L,240,95,44,87,-27,-27
002295829,2025-05-02,BOS vs. MIA,1610612739,Boston Celtics,W,240,117,44,85,7,7
002288320,2024-08-27,BOS vs. MIA,1610612739,Boston Celtics,L,240,116,45,99,-9,-9
002224345,2026-01-24,BOS vs. MIA,1610612739,Boston Celtics,W,240,112,40,80,1,1
002297149,2025-05-09,BOS vs. MIA,1610612739,Boston Celtics,L,240,95,39,95,-14,-14
002260728,2025-01-18,BOS vs. MIA,1610612740,Boston Celtics,L,240,101,38,88,-24,-24
002252434,2024-10-27,BOS vs. MIA,1610612737,Boston Celtics,L,240,118,38,81,-7,-7
002297159,2025-11-05,BOS vs. MIA,1610612739,Boston Celtics,W,240,115,47,97,14,14
002279907,2025-02-20,BOS vs. MIA,1610612739,Boston Celtics,W,240,115,30,89,6,6
002289446,2025-08-26,BOS vs. MIA,1610612739,Boston Celtics,W,240,127,43,83,7,7
002249968,2025-02-26,BOS vs. MIA,1610612737,Boston Celtics,L,240,123,45,80,-5,-5
002265848,2024-07-12,BOS vs. MIA,1610612739,Boston Celtics,W,240,117,34,93,13,13
002228782,2025-10-09,BOS vs. MIA,1610612737,Boston Celtics,L,240,94,42,94,-23,-23
002219419,2025-01-02,BOS vs. MIA,1610612740,Boston Celtics,W,240,129,33,84,38,38
002212763,2024-08-21,BOS vs. MIA,1610612739,Boston Celtics,L,240,101,45,80,-16,-16
002282269,2025-12-14,BOS vs. MIA,1610612737,Boston Celtics,L,240,122,48,94,0,0
002211530,2025-08-27,BOS vs. MIA,1610612739,Boston Celtics,W,240,129,41,88,10,10
002230188,2025-11-18,BOS vs. MIA,1610612739,Boston Celtics,L,240,113,40,80,-2,-2
002243245,2024-11-04,BOS vs. MIA,1610612737,Boston Celtics,W,240,127,32,82,22,22
002247603,2025-08-01,BOS vs. MIA,1610612738,Boston Celtics,L,240,103,47,98,-18,-18
002269257,2025-04-28,BOS vs. MIA,1610612739,Boston Celtics,L,240,102,36,86,-17,-17
002228352,2025-11-20,BOS vs. MIA,1610612737,Boston Celtics,L,240,112,46,81,-1,-1
002225360,2024-07-14,BOS vs. MIA,1610612737,Boston Celtics,W,240,100,31,94,8,8
002288876,2025-01-02,BOS vs. MIA,1610612738,Boston Celtics,L,240,93,35,94,-10,-10
002222256,2025-05-24,BOS vs. MIA,1610612738,Boston Celtics,L,240,97,44,83,-31,-31
002225787,2024-03-26,BOS vs. MIA,1610612740,Boston Celtics,L,240,93,35,85,-32,-32
002221874,2024-05-24,BOS vs. MIA,1610612740,Boston Celtics,W,240,97,38,89,3,3
002226239,2024-08-07,BOS vs. MIA,1610612738,Boston Celtics,L,240,90,45,89,-39,-39
002214554,2024-05-13,BOS vs. MIA,1610612739,Boston Celtics,W,240,130,47,85,23,23
002293446,2025-04-10,BOS vs. MIA,1610612737,Boston Celtics,W,240,126,36,88,3,3
002241983,2025-04-01,BOS vs. MIA,1610612737,Boston Celtics,L,240,114,50,81,-14,-14
002299489,2025-03-26,BOS vs. MIA,1610612739,Boston Celtics,L,240,94,45,83,-13,-13
002291595,2025-06-27,BOS vs. MIA,1610612738,Boston Celtics,L,240,106,34,92,-3,-3
002278393,2024-11-20,BOS vs. MIA,1610612740,Boston Celtics,W,240,104,48,92,7,7
002232328,2025-11-02,BOS vs. MIA,1610612738,Boston Celtics,L,240,90,42,83,-7,-7
002279120,2024-11-11,BOS vs. MIA,1610612738,Boston Celtics,W,240,123,44,100,4,4
002231040,2025-03-27,BOS vs. MIA,1610612740,Boston Celtics,W,240,106,40,97,13,13
002220427,2024-05-31,BOS vs. MIA,1610612739,Boston Celtics,W,240,106,43,87,1,1
002215145,2025-03-28,BOS vs. MIA,1610612737,Boston Celtics,L,240,98,43,93,0,0
002271728,2024-10-04,BOS vs. MIA,1610612740,Boston Celtics,L,240,122,40,85,-2,-2
002212254,2025-08-20,BOS vs. MIA,1610612738,Boston Celtics,W,240,111,40,95,19,19
002235197,2025-02-12,BOS vs. MIA,1610612740,Boston Celtics,W,240,110,30,91,11,11
002230816,2025-06-25,BOS vs. MIA,1610612740,Boston Celtics,W,240,105,38,80,9,9
002213511,2025-06-24,BOS vs. MIA,1610612737,Boston Celtics,L,240,109,34,95,-1,-1
002291496,2024-11-24,BOS vs. MIA,1610612740,Boston Celtics,W,240,101,39,100,1,1
002235214,2025-08-04,BOS vs. MIA,1610612740,Boston Celtics,L,240,121,44,81,-1,-1
002268783,2025-07-10,BOS vs. MIA,1610612737,Boston Celtics,L,240,109,34,82,-19,-19
002239555,2025-04-30,BOS vs. MIA,1610612738,Boston Celtics,L,240,102,31,83,-14,-14
002259447,2026-01-07,BOS vs. MIA,1610612739,Boston Celtics,W,240,107,47,84,13,13
002280120,2025-10-11,BOS vs. MIA,1610612738,Boston Celtics,W,240,104,49,93,9,9
002297002,2024-12-19,BOS vs. MIA,1610612738,Boston Celtics,W,240,129,32,92,20,20
002210373,2024-06-16,BOS vs. MIA,1610612738,Boston Celtics,W,240,121,48,89,21,21
002242239,2025-05-29,BOS vs. MIA,1610612739,Boston Celtics,L,240,112,45,82,-3,-3
002226928,2025-07-16,BOS vs. MIA,1610612740,Boston Celtics,L,240,115,31,83,-13,-13
002271003,2026-01-20,BOS vs. MIA,1610612739,Boston Celtics,L,240,95,32,94,-8,-8
002244860,2025-08-31,BOS vs. MIA,1610612737,Boston Celtics,W,240,108,33,100,6,6
002243009,2025-10-24,BOS vs. MIA,1610612739,Boston Celtics,L,240,123,38,80,-5,-5
002236434,2025-11-14,BOS vs. MIA,1610612738,Boston Celtics,L,240,103,47,83,-23,-23
002233356,2025-11-22,BOS vs. MIA,1610612739,Boston Celtics,W,240,126,42,87,28,28
002290644,2024-06-23,BOS vs. MIA,1610612739,Boston Celtics,W,240,112,50,100,12,12
002234933,2025-02-19,BOS vs. MIA,1610612737,Boston Celtics,L,240,90,47,87,-14,-14
002237684,2024-04-05,BOS vs. MIA,1610612737,Boston Celtics,W,240,116,38,82,9,9
002258809,2025-02-25,BOS vs. MIA,1610612738,Boston Celtics,L,240,115,46,99,-11,-11
002252912,2025-07-04,BOS vs. MIA,1610612738,Boston Celtics,W,240,126,39,82,15,15
002233851,2025-06-21,BOS vs. MIA,1610612737,Boston Celtics,W,240,115,41,98,9,9
002236612,2024-12-11,BOS vs. MIA,1610612739,Boston Celtics,W,240,98,44,87,7,7
002253813,2025-10-29,BOS vs. MIA,1610612739,Boston Celtics,W,240,126,33,88,28,28
002281311,2025-05-09,BOS vs. MIA,1610612738,Boston Celtics,W,240,123,35,92,9,9
002244372,2025-12-29,BOS vs. MIA,1610612740,Boston Celtics,W,240,130,38,94,25,25
002252027,2025-07-14,BOS vs. MIA,1610612738,Boston Celtics,L,240,107,42,93,-21,-21
002211237,2025-01-03,BOS vs. MIA,1610612737,Boston Celtics,L,240,111,46,96,-12,-12
002241511,2026-01-10,BOS vs. MIA,1610612737,Boston Celtics,L,240,91,37,83,-21,-21
002270850,2025-07-10,BOS vs. MIA,1610612738,Boston Celtics,L,240,91,47,83,-32,-32
002221594,2025-01-03,BOS vs. MIA,1610612740,Boston Celtics,L,240,96,45,92,-21,-21
002265818,2025-11-08,BOS vs. MIA,1610612737,Boston Celtics,W,240,121,42,90,4,4
002296505,2026-01-16,BOS vs. MIA,1610612740,Boston Celtics,W,240,130,40,96,34,34
002214548,2024-08-28,BOS vs. MIA,1610612738,Boston Celtics,W,240,113,48,99,9,9
002286339,2026-01-13,BOS vs. MIA,1610612737,Boston Celtics,W,240,124,41,83,23,23
002253178,2025-03-27,BOS vs. MIA,1610612738,Boston Celtics,L,240,95,47,84,-29,-29
002221156,2024-05-15,BOS vs. MIA,1610612738,Boston Celtics,W,240,99,37,85,4,4
002254522,2025-04-17,BOS vs. MIA,1610612740,Boston Celtics,L,240,98,46,95,-7,-7
002294244,2024-09-28,BOS vs. MIA,1610612739,Boston Celtics,L,240,95,30,85,-22,-22
002286511,2024-10-24,BOS vs. MIA,1610612738,Boston Celtics,L,240,91,30,80,-11,-11
002233536,2024-08-14,BOS vs. MIA,1610612740,Boston Celtics,L,240,102,45,88,-22,-22
002270122,2024-08-15,BOS vs. MIA,1610612737,Boston Celtics,W,240,109,39,96,7,7
002242608,2025-08-14,BOS vs. MIA,1610612738,Boston Celtics,L,240,91,41,92,-11,-11
002244609,2025-12-18,BOS vs. MIA,1610612740,Boston Celtics,W,240,127,39,85,23,23
002291736,2025-07-29,BOS vs. MIA,1610612739,Boston Celtics,L,240,97,30,90,-32,-32
002227933,2025-11-19,BOS vs. MIA,1610612739,Boston Celtics,W,240,105,35,86,6,6
002288159,2024-10-07,BOS vs. MIA,1610612738,Boston Celtics,L,240,97,40,89,-33,-33
002270049,2024-11-27,BOS vs. MIA,1610612739,Boston Celtics,L,240,90,34,80,-7,-7
002293623,2025-07-02,BOS vs. MIA,1610612737,Boston Celtics,L,240,105,30,94,-17,-17
002220674,2025-04-01,BOS vs. MIA,1610612740,Boston Celtics,L,240,114,33,96,-14,-14
002245705,2024-08-20,BOS vs. MIA,1610612737,Boston Celtics,W,240,114,40,89,11,11
002257156,2024-09-26,BOS vs. MIA,1610612738,Boston Celtics,L,240,122,34,94,-7,-7
002218571,2024-10-10,BOS vs. MIA,1610612738,Boston Celtics,W,240,118,44,96,18,18
002251796,2025-02-06,BOS vs. MIA,1610612737,Boston Celtics,L,240,98,43,83,-20,-20
002232591,2025-03-20,BOS vs. MIA,1610612738,Boston Celtics,L,240,92,37,83,-10,-10
002218881,2025-07-04,BOS vs. MIA,1610612738,Boston Celtics,L,240,101,47,87,-24,-24
002245635,2025-03-21,BOS vs. MIA,1610612738,Boston Celtics,L,240,97,50,100,-5,-5
002278456,2025-07-24,BOS vs. MIA,1610612740,Boston Celtics,W,240,128,35,91,15,15
002240750,2025-07-07,BOS vs. MIA,1610612737,Boston Celtics,W,240,119,36,95,10,10
002263987,2024-05-01,BOS vs. MIA,1610612740,Boston Celtics,W,240,98,42,97,2,2
002220271,2025-02-08,BOS vs. MIA,1610612738,Boston Celtics,L,240,95,41,85,-11,-11
002266778,2025-07-14,BOS vs. MIA,1610612737,Boston Celtics,W,240,123,47,91,6,6
002270563,2025-03-15,BOS vs. MIA,1610612737,Boston Celtics,L,240,122,34,84,-7,-7
002234724,2024-11-02,BOS vs. MIA,1610612737,Boston Celtics,W,240,127,36,80,30,30
002281889,2024-12-05,BOS vs. MIA,1610612739,Boston Celtics,L,240,93,39,91,-37,-37
002249756,2025-04-20,BOS vs. MIA,1610612737,Boston Celtics,L,240,102,50,84,-7,-7
002211068,2024-08-21,BOS vs. MIA,1610612739,Boston Celtics,L,240,116,48,93,0,0
002218535,2025-06-07,BOS vs. MIA,1610612739,Boston Celtics,W,240,129,50,82,32,32
002278894,2025-03-14,BOS vs. MIA,1610612739,Boston Celtics,L,240,103,47,91,-5,-5
002254379,2024-09-29,BOS vs. MIA,1610612738,Boston Celtics,L,240,103,49,86,-9,-9
002247001,2024-08-27,BOS vs. MIA,1610612737,Boston Celtics,L,240,106,40,99,-18,-18
002296904,2024-08-29,BOS vs. MIA,1610612740,Boston Celtics,W,240,105,35,99,14,14
002293001,2024-04-01,BOS vs. MIA,1610612740,Boston Celtics,L,240,119,49,88,-7,-7
002265936,2025-03-28,BOS vs. MIA,1610612737,Boston Celtics,W,240,122,31,81,11,11
002215722,2026-01-18,BOS vs. MIA,1610612740,Boston Celtics,L,240,93,42,81,-6,-6
002216473,2025-04-12,BOS vs. MIA,1610612739,Boston Celtics,W,240,99,30,82,2,2
002239511,2025-10-20,BOS vs. MIA,1610612737,Boston Celtics,W,240,127,45,81,31,31
002240808,2025-07-08,BOS vs. MIA,1610612740,Boston Celtics,L,240,99,40,95,-2,-2
002253200,2024-05-09,BOS vs. MIA,1610612740,Boston Celtics,L,240,97,31,98,-15,-15
002281353,2024-06-20,BOS vs. MIA,1610612740,Boston Celtics,W,240,127,34,80,35,35
002220532,2024-10-24,BOS vs. MIA,1610612740,Boston Celtics,L,240,123,45,89,-3,-3
002234652,2024-07-21,BOS vs. MIA,1610612739,Boston Celtics,L,240,99,40,99,-25,-25
002261828,2025-09-27,BOS vs. MIA,1610612739,Boston Celtics,W,240,116,47,81,21,21
002224648,2024-08-28,BOS vs. MIA,1610612740,Boston Celtics,L,240,90,39,95,-15,-15
002255477,2025-07-28,BOS vs. MIA,1610612737,Boston Celtics,W,240,115,34,90,7,7
002279937,2025-01-06,BOS vs. MIA,1610612739,Boston Celtics,L,240,93,36,97,-15,-15
002288159,2025-05-10,BOS vs. MIA,1610612739,Boston Celtics,W,240,129,50,98,10,10
002271773,2025-01-29,BOS vs. MIA,1610612737,Boston Celtics,W,240,125,48,94,15,15
002290836,2024-09-05,BOS vs. MIA,1610612740,Boston Celtics,W,240,122,45,100,26,26
002259822,2024-10-27,BOS vs. MIA,1610612738,Boston Celtics,L,240,91,43,87,-9,-9
002237585,2024-03-19,BOS vs. MIA,1610612738,Boston Celtics,L,240,96,36,94,-31,-31
002296119,2024-05-12,BOS vs. MIA,1610612738,Boston Celtics,W,240,107,32,87,13,13
002230005,2024-12-25,BOS vs. MIA,1610612739,Boston Celtics,W,240,122,31,99,32,32
002283999,2025-02-05,BOS vs. MIA,1610612740,Boston Celtics,W,240,103,33,85,7,7
002288501,2025-01-20,BOS vs. MIA,1610612738,Boston Celtics,W,240,122,31,96,14,14
002223899,2025-02-21,BOS vs. MIA,1610612740,Boston Celtics,L,240,108,47,94,-11,-11
002235846,2025-09-08,BOS vs. MIA,1610612737,Boston Celtics,L,240,120,30,85,-6,-6
002241321,2024-09-15,BOS vs. MIA,1610612738,Boston Celtics,L,240,93,39,94,-25,-25
